Ticket Id,Project,Department code,Shared resource,Owner,Close date,Tech,Units,Cost,Subject,Question,Problem type,Tech note,Account
7024,JVS001101,093400,Histology/anatomy Facility,hooksm,09-30-2008,hua, 8 hr,440.0,Cryostat sectioning and coversliping of one mouse brain,On Sept. 24  cryostat sectioning of one mouse brain was performed at the thickness of 50um  and 36 slides were collected consecutively  followed coversliping with Vestashield DAPi and Nailpolishing.,Histology/anatomy Facility,,51605
7025,JVS001101,093400,Histology/anatomy Facility,hooksm,09-30-2008,hua,1.50 hr,82.5,Biocytin staining,On Sept. 25  biocytin staining was performed  and this staining was two-day process.,Histology/anatomy Facility,,51605
7026,JVS001101,093400,Histology/anatomy Facility,hooksm,09-30-2008,michaels,33.00,1815.00,Cryosectioning and Immunostaining,,Histology/anatomy Facility,,51605
7027,,093209,Histology/anatomy Facility,tianl,09-30-2008,michaels,1.00,55.00,Mounting of vibratome sections,,Histology/anatomy Facility,,51605
7028,,093204,Histology/anatomy Facility,komiyamat,09-30-2008,michaels,22.75,1251.25,Cryosectioning and Immunostaining,,Histology/anatomy Facility,,51605
7029,,093211,Histology/anatomy Facility,vollmera,09-30-2008,michaels,22.00,1210.00,Perfusion and Vibratomy,,Histology/anatomy Facility,,51605
7030,,093204,Histology/anatomy Facility,satot,09-30-2008,hua,18.0 hr,990.0,CO staining : 7 different projects,CO staining was performed as following days:  Aug 29  Three 24-well plates: 141 & 144 & 145  Sept 11  Four 24-well plates: A-SII23  M1  M2 and M3  Sept 12  Three 24-well plates  M1  M2 and M3 (restaining three trays on Sept 11 because the stains were not dark enough)  Sept 12  Five 24-well plates  TS 1  TS 2  TS3  TS Red 1-1  and TS Red 1-2 (totally 120 sections)  Sept 24  One tray  was used as test samples  Sept 25  Three 24-well plates  MGSR1  MGSR 3-1  MGSR 3-2  Sept 26  Three 24-well plates  MGSR2-1  MGSR2-2  MGSR2-3    Above projects were requested by investigators at different dates  and based on test staining  we got following conclusion: in order to get nice and even CO staining  we need to wash sections with PBS at least three times  around 2 hours before staining  and overnight staining works perfectly.  ,Histology/anatomy Facility,,51605
7031,,093206,Histology/anatomy Facility,apontey,09-30-2008,hua,22 hr,1210.0,Perfusion  brain fixation  vibratome sectioning  immunostaining and coverslipping of seven mice brains               ,1. Seven mice were perfused on Aug 29  worked with Brenda together on this process.  2. Those seven mice brains  (#7890  #7888  #9703  #7891  #7889  7178  7177 ) were performed vibratome sectioning on Sept 02 and 03  totally 71 slides were collected at the thickness of 60um based on investigator's interested area.  3. Following sectioning  blue nissl staining were performed on these 71 slides  followed coverslipping with plain vestashield and nail polish. Part of coverslipping was done by Brenda (# 9703  and #7891).,Histology/anatomy Facility,,51605
7032,,093211,Histology/anatomy Facility,karpovaa,09-30-2008,shieldsb,10,610.00,Hippocampal slice cultures; dissociated culture maintenance,Rat hippocampal slice cultures were prepared and maintained during September 2008  including feeding and media preparation.  The request was made and completed on 9/15/08.   Also  work was performed to assist dissociated culture preparation by the investigator  including coverslip and media preparation.  Additional material fees are included in the final cost.,Histology/anatomy Facility,,51605
7033,,093206,Histology/anatomy Facility,apontey,09-30-2008,hua,6.0 hr,330.0,Vibratome sectioning  coversliping and imaging of two mice brains,On Sept  09  two mice brains (#BL6-20700 and #BL6-20704) were performed vibratome sectioning at the thickness of 60um  followed coversliping with Vestashield DAPi  nail polish and imaging. These two mice were perfused by Brenda.  ,Histology/anatomy Facility,,51605
7034,,093207,Light Microscopy,losonczya,09-30-2008,arnolda,10,300,light microscopy equipment usage,Sept 2008,Light Microscopy,zeiss 510 confocal 10 hrs @ $30/hr = 300,51606
7035,,093212,Fly Lab,texadam,09-30-2008,mercerm,544,1088,Crosses to TNT & NBC @ $2.00/ cross,272 TNT and 272 NBC crosses,General Fly Sorting,,51608
7036,,093302,Light Microscopy,mirthc,09-30-2008,arnolda,16.5,495,light microscopy equipment usage,sept 2008,Light Microscopy,zeiss 510 8 hrs @ $30/hr =240  zeiss 710 8.5 hrs @ $30/hr =255    total = 495,51606
7038,,093207,Histology/anatomy Facility,kimj,09-30-2008,hua,2.50 hr,137.5,Vibratome sectioning of three mice brains (# 10201 A   and C),On Sept 09. two mice brains were performed vibratome sectioning at the thickness of 300um  and all sections were collected at 24-well plates floating in PBS.,Histology/anatomy Facility,,51605
7039,,093207,Histology/anatomy Facility,kimj,09-30-2008,michaels,2.00,110.00,Vibratomy,,Histology/anatomy Facility,,51605
7040,,093306,Light Microscopy,oconnorr,09-30-2008,arnolda,11.5,285,light microscopy equipment usage,sept 2008,Light Microscopy,zeiss 510 7.5 hrs @ $30/hr =225  zeiss axioimager 4 hrs @ $15/hr =60    total = 285,51606
7041,,093204,Light Microscopy,petreanul,09-30-2008,arnolda,2,30,light microscopy equipment usage,sept 2008,Light Microscopy,2 hrs @ $15/hr on neurolucida = 30,51606
7042,,093207,Histology/anatomy Facility,kimj,09-30-2008,shieldsb,5.25,298.75,Dissociated cultures; fixative; mouse dissections,Rat hippocampal dissociated cultures were prepared and maintained in September 2008; the request was made on 9/8/08 and completed on 9/9/08.  Additional material fees are included in the final cost.  Also  fixative (4% PF in 0.1M PB) was prepared on three occasions; each request was completed within an average of 1.33d.  In additon  three mouse dissections (cage #10201) were performed  requested on 9/8/08 and completed on 9/9/08.,Histology/anatomy Facility,,51605
7043,,093298,Light Microscopy,shtengelg,09-30-2008,arnolda,0.75,11.25,light microscopy equipment usage,sept 2008,Light Microscopy,IX81 0.75 hrs @ $15/hr = 11.25,51606
7044,,093206,Light Microscopy,sternsons,09-30-2008,arnolda,1.75,43.5,light microscopy equipment usage,sept 2008,Light Microscopy,1.75 hrs on zeiss 510 @ $30/hr =43.5,51606
7045,,093207,Histology/anatomy Facility,kimj,09-30-2008,hua,6.0 hr,330.0,Mice brain dissection  post-fix  and vibratome sectioning (# 10640  # 10335A  and #10335B),Three mice brain were directly dissected based on investigator's request  followed 2 hr post-fix in 4% PF  then performed vibratome sectioning. Sections were collected in 24-well plates floating in PBS.,Histology/anatomy Facility,,51605
7046,,093207,Histology/anatomy Facility,kimj,09-30-2008,hua,1hr,55.0,Dissection and post-fix of two mice brains,On Sept 26  two mice brains were directly dissected  then followed 2hr post-fix. These two mice brains were sectioned by Susan.,Histology/anatomy Facility,,51605
7047,,093403,Light Microscopy,tkachuka,09-30-2008,arnolda,7,195,light microscopy equipment usage,sept 2008,Light Microscopy,zeiss 510 6 hrs @ $30/hr = 180  IX81 1 hr @ $15/hr = 15    total 195,51606
7048,,093202,Histology/anatomy Facility,zhongh,09-30-2008,michaels,1.50,82.50,slice culture plate preparation,,Histology/anatomy Facility,Sacrificed 2 rat pups  Cage # 10963  DOB 9/23/08  removed brains and excised hippocampus  sliced tissue per protocol and placed slices in prepared slice culture plates.  Prepared 2 plates.  Request fulfilled within 8 hours of availability of pups  9/29/08.    ,51605
7049,,093209,Light Microscopy,viswanathans,09-30-2008,arnolda,2,60,light microscopy equipment usage,sept 2008,Light Microscopy,zeiss 510 2hes @ $30/hr = 60,51606
7050,,093207,Histology/anatomy Facility,kimj,09-30-2008,hua,2 hr,110.0,Dissociated cell culture,On Sept 23  two trays of dissociated cell culture were prepared using 1-day pubs. Three trays of dissociated cell culture were made at one setting. New growth medium were added to these culture on following day  and then cell culture facilities were keeping their maintenance by investigator's request.    Extra &10 was charged for palpain sulution used for this preparation.,Histology/anatomy Facility,,51605
7051,JVS001901,093400,Light Microscopy,hartensteina,09-30-2008,arnolda,31.5,945,light microscopy equipment usage,sept 2008,Light Microscopy,zeiss 510 31.5 hrs @ $30/hr =945,51606
7052,JVS002800,093400,Fly Lab,simpsonj,09-30-2008,mercerm,6,231,Daily flips of Olympiad Stock,Billing for 1.5 hours/week @ $38.50/hour.,Stock Keeping,,51608
7053,,093217,Light Microscopy,yuh,09-30-2008,arnolda,112.25,3367.5,light microscopy equipment usage,sept 2008,Light Microscopy,112.25 hrs on zeiss 710 confocal @ $30/hr = 3367.5,51606
7054,,093202,Light Microscopy,zhongh,09-30-2008,arnolda,2,60,light microscopy equipment usage,sept 2008,Light Microscopy,2 hrs on zeiss 510 confocal @ $30/hr = 60,51606
7055,,093211,Histology/anatomy Facility,karpovaa,09-30-2008,hua,2 hr,170.0,Slice cell culture: two trays,On Sept 05  two trays of slice cell culture were prepared by using 7-day pubs.  Slice culture medium were made weekly basis  and slice were fed every Monday  Wednesday and Friday.    Extra &30 was charged for each tray cause of inserted membrance.,Histology/anatomy Facility,,51605
7056,,093204,Light Microscopy,satot,09-30-2008,arnolda,5,75,light microscopy equipment usage,sept 2008,Light Microscopy,neurolucida 5hrs @ $15/hr =75,51606
7057,,093207,Histology/anatomy Facility,zemelmanb,09-30-2008,hua,1 hr,55.0,Dissociated cell culture: one tray,On sept 23  one tray of dissociated cell culture was prepared by using one-day pubs. Three trays of dissociated cell culture were made in this setting  two for JK.,Histology/anatomy Facility,,51605
7058,,093204,Light Microscopy,satot,09-30-2008,arnolda,3,135,training on neurolucida and assitance with software,sept 2008,Light Microscopy,9/29 1 hr training @ $45/hr = 45  9/30 help figuring out multichannel acquisition and marker/contour distance 2 hrs @ $45/hr = 90    total 135,51606
7059,,093207,Histology/anatomy Facility,losonczya,09-30-2008,hua,0.5 hr,27.5,Fixative solution: 4% PF in PB,on Sept. 23  500mL fixative solution was made.,Histology/anatomy Facility,,51605
7060,,093209,Histology/anatomy Facility,tianl,09-30-2008,hua,4 hr,340.0,Slice cell culture: four trays,Four trays of slice cell culture were made at two settings on Sept 05 and Sept. 22  separately. 7-day pubs were used in both settings.    Extra &30 was charged for each tray cause of cost of inserted membrance.  ,Histology/anatomy Facility,,51605
7061,,093303,Fly Lab,reiserm,09-30-2008,mercerm,6,231,Daily flips of DL Stock,Billing 1.5 hours/ week @ 38.50/hour,Stock Keeping,,51608
7062,,093206,Histology/anatomy Facility,sternsons,09-30-2008,shieldsb,42,234.00,Cryosectioning  IHC; dissociated cultures,Cryosectioning of two previously perfused mouse brains (cage #9095 A and B) was performed  one at 25um coronally and the other at 25um sagittally  followed by immunohistochemistry (anti-Agrp  anti-POMC)  with some slides stained separately and some stained as a double IHC.  The slides were coverslipped and sealed with polish.  This project was requested on 8/15/08 and completed on 9/15/08.  Also  a previously perfused and sectioned mouse brain (#7831) was stained with blue Nissl  and slides were coverslipped and sealed with polish.  This project was requested on 8/13/08 and completed on 8/29/08.  On three occasions in September 2008  rat hippocampal dissociated cultures were prepared  followed by electroporation of cells with provided DNA constructs  then maintained.  Additional material fees are included in the final cost.  Each request was completed within two days.,Histology/anatomy Facility,,51605
7063,,093209,Histology/anatomy Facility,tianl,09-30-2008,hua,12.0 hr,660.0,Perfusion  vibratome sectioning and immunostaining: three mice (# 20028 A  & B and C),Three mice were perfused by pump methods on Sept 08  followed vibratome sectioning at thickness of 60 um. Sections were collected in 24-well plates floating in PBS  and 4 plates were collected for each mouse brain based on investigator's interested area (M1-S1).  Positive sections were performed following immunostaining:  Anti-Flag and AF 488 two steps staining   Anti-Flag M2 monoclonal FITC one step staining  ,Histology/anatomy Facility,,51605
7064,,093209,Histology/anatomy Facility,tianl,09-30-2008,hua,2 hr,110.0,immunostaining: Anti-GFP and AF 405 or AF594 (# 9478B),Anti-GFP and AF405 or AF 594 staining were performed on sections (# 9478B)  and it turned out AF 405 did not work well with these sections.  These sections were collected by Susan.,Histology/anatomy Facility,,51605
7065,,093209,Histology/anatomy Facility,tianl,09-30-2008,hua,3 hr,165.0,immunocytochemistry: 2 wells of cell,Immunocytochemistry was performed by using anti-wheat germ agglutimin and AF488  and two wells of cell were used. The concentration of primary antibody of one well was 1: 200  and the other one was 1:500. Based on imaging  we will try concentration of 1:100 and try to use different mounting medium in the future.    ,Histology/anatomy Facility,,51605
7066,JVS001901,093400,Media Facility,hartensteina,09-30-2008,hibbardk,1,9.50,1 tray of bottles in september 2008,1 tray of bottles in september 2008,Bottles,,51609
7067,,093207,Molecular Biology,kimj,10-02-2008,zhangx,12,60,080929_Magee_Kim_DNA Sequencing_12,,Single Pass,,51602
7068,,093310,Cell Culture Facility,lavisl,09-30-2008,winfreys,2,120,September 2008 Cell Culture Service,,Cell Culture Facility,,51604
7069,JVS001400,093400,Instrument Development,luz,09-30-2008,bassins,1,130,Modification of one part.,Cut slots over holes.,Instrument Development,,51607
7070,,093202,Histology/anatomy Facility,zhongh,09-30-2008,michaels,0,60.00,Slice Culture Plates,,Histology/anatomy Facility,Additional charge for 12 slice culture plate inserts prepared on 9/29/08.  Hourly rate has already been charged for preparation of plates. ,51605
7071,,093212,Fly Lab,trumanj,09-30-2008,halld,185,370,mCD8 Crosses,Crossed 35 Rubin lines to mCD8 on 9/3  9/4  9/5/2008  Crossed 50 Rubin lines to mCD8 on 9/10  9/11  9/12/2008  Crossed 50 Rubin lines to mCD8 on 9/17  9/18  9/19/2008  Crossed 50 Rubin lines to mCD8 on 9/24  9/25  9/26/2008,General Fly Sorting,,51608
7072,,093211,Cell Culture Facility,behnamr,09-30-2008,winfreys,8.5,85,September 2008 Equipment,,Cell Culture Facility,Total BSC time  8.5 hours,51604
7073,,093202,Histology/anatomy Facility,zhongh,09-30-2008,shieldsb,7.75,426.25,Mouse perfusions and vibratome sectioning,Mouse perfusions and dissections were performed  followed by secioning on the vibratome at 100um.  Special fixative (4%PF  0.2%GA in 0.1M PB) was prepared twice for this work.  This project was requested on 9/22/08 and completed by 9/24/08.,Histology/anatomy Facility,,51605
7074,,093403,Cell Culture Facility,tkachuka,09-30-2008,winfreys,14,140,September 2008 Equipment,,Cell Culture Facility,Total BSC time  AT 11 hours  TB 3 hours  Total 14 hours $140,51604
7075,,093210,Cell Culture Facility,hampels,09-30-2008,winfreys,2,20,September 2008 Equipment,,Cell Culture Facility,Total BSC time  2 hours,51604
7076,,093206,Cell Culture Facility,sternsons,09-30-2008,winfreys,22.5,225,September 2008 Equipment,,Cell Culture Facility,Total BSC time  22.5 hours,51604
7077,,093209,Cell Culture Facility,viswanathans,09-30-2008,winfreys,4,40,September 2008 Equipment,,Cell Culture Facility,Total BSC time  4 hours,51604
7078,JVS000601,093400,Cell Culture Facility,tjianr,09-30-2008,winfreys,1,10,September 2008 Equipment,,Cell Culture Facility,Total BSC time  1 hour,51604
7080,,093101,Molecular Biology,bais,10-02-2008,zhangx,5,25,080929_Guo_Bai_DNA Sequencing_5,,Single Pass,,51602
7082,JVS001801,093400,Fly Lab,louism,09-30-2008,hibbardk,9,346.50,creation of 3 stock constructions @ $38.50/hr,NP225;UAS-PA-GFP  109.5;UAS-PA-GFP  48.3B;UAS-PA-GFP,General Fly Sorting,,51608
7083,,093210,Fly Lab,bilenj,09-30-2008,hibbardk,12,462.00,creation of 4 different recombinant lines at $38.50/hr,UAS-GN #2  OR88a-rCD2 / TM3  (III)     (attP2)                  5 lines  UAS-GN #2  OR88a-rCD2 / TM3  (III)   (su(hw) attP1)       5 lines  UAS-GN #2  UAS-tau lacZ / TM3  (III)    (attP2)                  4 lines  UAS-GN #2  UAS-tau lacZ / TM3  (III)    (su(hw) attP1)     5 lines,General Fly Sorting,,51608
7084,,093091,Media Facility,lavertyt,09-30-2008,lavertyt,1,9275.50,September 2009 fly food charges,444 trays of vials ($8658.00)  65 trays of bottles($617.50),Monthly Charge,,51609
7085,,093305,Fly Lab,jayaramanv,09-30-2008,hibbardk,6,231.00,construction of 3 stocks at $38.50/hr,UAS-ChR2-tdTomato (attP40); c205  UAS-ChR2-tdTomato (attP40); Ebi  GH146; UAS-ChR2-tdTomato (attP2),General Fly Sorting,,51608
7086,JVS001702,093400,Fly Lab,zlaticm,09-30-2008,hibbardk,4,154.00,create 1 stock line by recombination @ $38.50/hr,57_F2/pBPLxVw-1  PO163GAL4 recombined on same chromosome. 10 lines isolated and confirmed by Molbio (charged separately),General Fly Sorting,,51608
7087,,093305,Fly Lab,jayaramanv,09-30-2008,hibbardk,6,231.00,creation of 3 stock constructs with NP3529 GAL4 @38.50/hr,pMUH-GCaMP1.6; NP3529 Gal4  pMUH-GCaMP T203V +N60D (3.2); NP3529  pMUH-GCaMP 2.0; NP3529,General Fly Sorting,,51608
7088,,093305,Fly Lab,jayaramanv,09-30-2008,hibbardk,13,500.50,Daily flipping of stocks and collecting (18 lines) in September @ $38.50/hr,Daily flipping of stocks and collecting (18 lines) in September,General Fly Sorting,,51608
7089,JVS001600,093400,Instrument Development,straussr,09-30-2008,wernerc,1,1881,Billing ticket for job ticket 5005,Sept billing,Instrument Development,,51607
7090,,093205,Fly Lab,rubing,09-30-2008,lavertyt,5626,6094.83,September 2009 stock keeping charges,4918 GR stocks  372 R&D stocks  374 Barret stocks,Stock Keeping,,51608
7091,,093210,Fly Lab,simpsonj,09-30-2008,lavertyt,1962,2125.50,September 2009 stock keeping charges,1962 stocks,Stock Keeping,,51608
7092,,093211,Instrument Development,ovanesovm,09-30-2008,wernerc,1,75,Billing ticket for job ticket 6037,Sept Billing,Instrument Development,,51607
7093,JVS000501,093400,Fly Lab,perrimonn,09-30-2008,lavertyt,1279,1385.58,September 2009 stock keeping charges,1279 stocks,Stock Keeping,,51608
7094,,093211,Instrument Development,ovanesovm,09-30-2008,wernerc,1,114,Billing ticket for job ticket 6447,Sept Billing,Instrument Development,,51607
7095,,093305,Fly Lab,jayaramanv,09-30-2008,lavertyt,157,170.08,September 2009 stock keeping charges,157 stocks,Stock Keeping,,51608
7096,,093205,Fly Lab,ngot,09-30-2008,hibbardk,13,26.00,crosses set up 9/26/08 for R&D @ $2/cross,attP2           X pJFRC-IVS-A1  ( - Control)  pBPGUw          X pJFRC-IVS-A1  ( + control #1)  pBPGUv#A8       X pJFRC-IVS-A1  ( + control #2)  RFA-5           X pJFRC-IVS-A1  RFA-5A-C11      X pJFRC-IVS-A1  RFA-5B-B5       X pJFRC-IVS-A1  RFA-5C-A1       X pJFRC-IVS-A1  RFC-A11         X pJFRC-IVS-A1  RFC-H11         X pJFRC-IVS-A1  RFB-E6          X pJFRC-IVS-A1  RFB-G6          X pJFRC-IVS-A1  RFB-1A-B5       X pJFRC-IVS-A1  RFB-1B-A6       X pJFRC-IVS-A1,General Fly Sorting,,51608
7097,,093212,Fly Lab,trumanj,09-30-2008,lavertyt,361,391.08,September 2009 stock keeping charges,361 stocks,Stock Keeping,,51608
7098,,093211,Instrument Development,ovanesovm,09-30-2008,wernerc,1,1824,Billing ticket for job ticket 6449,Sept Billing,Instrument Development,,51607
7099,,093306,Instrument Development,rinbergd,09-30-2008,wernerc,1,1026,Billing ticket for job ticket  5599,Sept Billing,Instrument Development,,51607
7100,,093204,Histology/anatomy Facility,satot,09-30-2008,shieldsb,10,550.00,CO and DAPI staining; fixative,CO staining was performed on three occasions on provided sections in September 2008; each request was completed within an average of 4d.  DAPI staining was also performed on provided sections; the request was made on 9/25/08 and completed on 9/30/08.  Fixative (4%PF in 0.1M PB) was prepared on two occasions  each request completed within two days.,Histology/anatomy Facility,,51605
7101,,093213,Instrument Development,borghuisb,09-30-2008,wernerc,1,171,Billing ticket for job ticket  6913,Sept Billing,Instrument Development,,51607
7102,,093210,Instrument Development,simpsonj,09-30-2008,wernerc,1,104,Billing ticket for job ticket  5882,Sept billing,Instrument Development,,51607
7103,,093307,Instrument Development,dudmanj,09-30-2008,wernerc,1,10957,Billing ticket for job ticket  6023,Sept Billing,Instrument Development,,51607
7104,,093205,Instrument Development,ngot,09-30-2008,wernerc,1,260,Billing ticket for job ticket  6081,Sept Billing,Instrument Development,,51607
7105,,093204,Histology/anatomy Facility,maot,09-30-2008,shieldsb,14.5,797.50,Mouse perfusions  vibratome sectioning; biocytin,Three mouse perfusions and dissections (#077601  077602  077604) were performed  followed by sectioning on the vibratome at 50um.  The sections were mounted  coverslipped and sealed with polish.  This project was requested in two stages  first on 9/16/08 and completed on 9/18/08  second on 9/19/08 and completed on 9/29/08.  Biocytin staining was also performed on provided sections; requested on 9/15/08 and completed on 9/30/08.,Histology/anatomy Facility,,51605
7106,,093308,Instrument Development,egnorr,09-30-2008,wernerc,1,837,Billing ticket for job ticket  6773,Sept Billing,Instrument Development,,51607
7107,,093307,Instrument Development,dudmanj,09-30-2008,wernerc,1,342,Billing ticket for job ticket  6899,Sept Billing,Instrument Development,,51607
7108,,093202,Instrument Development,betzige,09-30-2008,wernerc,1,992,Billing ticket for job ticket  4095,Sept Billing,Instrument Development,,51607
7109,,093306,Instrument Development,rinbergd,09-30-2008,wernerc,1,57,Billing ticket for job ticket  4505,Sept Billing,Instrument Development,,51607
7110,,093306,Instrument Development,rinbergd,09-30-2008,wernerc,1,1122,Billing ticket for job ticket  5413,Sept Billing,Instrument Development,,51607
7111,,093204,Instrument Development,svobodak,11-26-2008,flickingerd,1,1134,PMT controllers of previous design need to be made for 2 new sets of GaAsP PMTs,2 new PMT controllers JF-SV-AD need to be fabricated for 4 Hamamatsu GaAsP PMTs (part # H10770PB-40 SEL) that will be arriving near the end of October.,Instrument Development,Closing ticket.  Will open new tickets for assembly of devices.    This ticket covers development  the cost of which should be bared by all currently committed recipients of device.  Labor costs will be shared by Svoboda and Jayaraman lab.    Cost: 39.8 hr * $57 = $2269.  Will bill half ($1134) on this ticket  and half on new ticket for Jayaraman lab.,51607
7112,,093214,Instrument Development,leea,09-30-2008,wernerc,1,416,Billing ticket for job ticket  5599,Sept Billing,Instrument Development,,51607
7113,,093210,Instrument Development,simpsonj,09-30-2008,wernerc,1,114,Billing ticket for job ticket  5866,Sept Billing,Instrument Development,,51607
7114,,093202,Instrument Development,betzige,09-30-2008,wernerc,1,140,Billing ticket for job ticket  6378,Sept Billing,Instrument Development,,51607
7115,,093206,Instrument Development,sternsons,09-30-2008,wernerc,1,228,Billing ticket for job ticket  6833,Sept Billing,Instrument Development,,51607
7116,,093203,Vivarium,henryg,09-30-2008,coxj,324,502.20,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7117,,093306,Instrument Development,shustermanr,09-30-2008,wernerc,1,57,Billing ticket for job ticket  6910,Sept Billing,Instrument Development,,51607
7118,,093306,Instrument Development,rinbergd,09-30-2008,wernerc,1,1083,Billing ticket for job ticket  6911,Sept Billing,Instrument Development,,51607
7119,,093202,Vivarium,jin,09-30-2008,coxj,1.55,3566.55,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7120,,093101,Vivarium,xings,09-30-2008,coxj,1890,2929.50,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7121,,093101,Vivarium,guoc,09-30-2008,coxj,126,195.30,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7122,,093215,Instrument Development,knappj,09-30-2008,wernerc,1,57,Billing ticket for job ticket  6953,Sept Billing,Instrument Development,,51607
7123,,093308,Vivarium,egnorr,09-30-2008,coxj,682,2112.00,Per Diem 8/26/08 to 9/30/08,Regular Mouse Cage - 612 Care Days  Large Mouse Cage - 364 Care Days  Population Cage - 6 Care Days,Mouse Cage,,51613
7124,,093205,Instrument Development,ngot,09-30-2008,wernerc,1,57,Billing ticket for job ticket  6954,Sept Billing,Instrument Development,,51607
7125,,093307,Vivarium,dudmanj,09-30-2008,coxj,165,255.75,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7126,,093211,Vivarium,karpovaa,09-30-2008,coxj,1270,3810.00,Per Diem 8/26/08 to 9/30/08,,Rat Cage,,51613
7127,,093216,Instrument Development,regoh,09-30-2008,wernerc,1,114,Billing ticket for job ticket  6957,Sept Billing,Instrument Development,,51607
7128,,093211,Vivarium,karpovaa,09-30-2008,coxj,5307,8225.85,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7129,,093306,Instrument Development,rinbergd,09-30-2008,wernerc,1,171,Billing ticket for job ticket  6960,Sept Billing,Instrument Development,,51607
7130,,093306,Instrument Development,rinbergd,09-30-2008,wernerc,1,339,Billing ticket for job ticket  6962,Sept Billing,Instrument Development,,51607
7131,,093302,Fly Lab,riddifordl,09-30-2008,lavertyt,195,211.25,September 2009 stock keeping charges,195 stocks,Stock Keeping,,51608
7132,,093207,Vivarium,zemelmanb,09-30-2008,coxj,110,170.50,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7133,,093207,Vivarium,xun,09-30-2008,coxj,212,339.45,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7135,,093207,Vivarium,makaraj,09-30-2008,coxj,96,288.00,Per Diem 8/26/08 to 9/30/08,,Rat Cage,,51613
7136,,093207,Vivarium,losonczya,09-30-2008,coxj,307,921.00,Per Diem 8/26/08 to 9/30/08,,Rat Cage,,51613
7137,JVS001801,093400,Fly Lab,louism,09-30-2008,lavertyt,34,34.67,September 2009 stock keeping charges,32 stocks,Stock Keeping,,51608
7138,,093207,Vivarium,losonczya,09-30-2008,coxj,700,1085,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7139,,093207,Vivarium,kimj,09-30-2008,coxj,60,180.00,Per Diem 8/26/08 to 9/30/08,,Rat Cage,,51613
7140,,093207,Vivarium,kimj,09-30-2008,coxj,623,965.65,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7141,JVS001702,093400,Fly Lab,zlaticm,09-30-2008,lavertyt,206,223.17,,206 stocks,Stock Keeping,,51608
7142,,093310,Light Microscopy,lavisl,09-30-2008,arnolda,2,90,Halotag experiments,Sept 2008-first run,Light Microscopy,9/30 2 conditions tested T and S...live cell labeling and imaging on IX81           emailing and setting up for next run.  total time 2 hrs @ $45/hr = 90,51606
7143,,093207,Vivarium,andrasfalvyb,09-30-2008,coxj,559,1677.00,Per Diem 8/26/08 to 9/30/08,,Rat Cage,,51613
7144,,093305,Fly Lab,jayaramanv,09-30-2008,halld,15,577.50,Recombinants,Made recombinant lines for Mz19  GCamp 1.6  2.0  3.2 (4-5 lines of each),General Fly Sorting,,51608
7145,,093215,Fly Lab,bakerb,09-30-2008,lavertyt,2828,3063.67,September 2009 stock keeping charges,2828 stocks,Stock Keeping,,51608
7146,,093306,Instrument Development,rinbergd,09-30-2008,wernerc,1,114,Billing ticket for job ticket  6962,Sept Billing,Instrument Development,,51607
7147,,093207,Vivarium,mageej,09-30-2008,coxj,184,552.00,Per Diem 8/26/08 to 9/30/08,,Rat Cage,,51613
7148,JVS003500,093400,Fly Lab,leet,09-30-2008,lavertyt,1154,1250.17,September 2009 stock keeping charges,1154 stocks,Stock Keeping,,51608
7149,,093298,Instrument Development,shtengelg,09-30-2008,wernerc,1,57,Billing ticket for job ticket  6965,Sept Billing,Instrument Development,,51607
7150,,093207,Vivarium,mageej,09-30-2008,coxj,1,0,Per Diem 8/26/08 to 9/30/08,,Mouse Cage,,51613
7151,JVS003900,093400,Fly Lab,ngot,09-30-2008,halld,134,268,pJFRC-IVS-A1 Crosses for dissection/Imaging,Crossed 18 Rubin lines to pJFRC-IVS-A1 on 9/3/2008  Crossed 37 Rubin lines to pJFRC-IVS-A1 on 9/10/2008  Crossed 40 Rubin lines to pJFRC-IVS-A1 on 9/17/2008  Crossed 39 Rubin lines to pJFRC-IVS-A1 on 9/24/2008,General Fly Sorting,,51608
7152,JVS003900,093400,Fly Lab,ngot,09-30-2008,halld,15,577.50,Dissections,Dissected Rubin lines for 15 hours in September,General Fly Sorting,,51608
7153,,093205,Fly Lab,rubing,09-30-2008,lavertyt,1,4928,September 2009 GSI screening charges,plate 43 128 R&D lines,Transgenic Services,,51608
7154,,093306,Instrument Development,rinbergd,09-30-2008,wernerc,1,218,Billing ticket for job ticket  6796,Sept Billing,Instrument Development,,51607
7155,,093212,Fly Lab,trumanj,09-30-2008,halld,45,90,mCD8 Crosses,Crossed 45 Rubin lines to mCD8 on 8/29/2008,General Fly Sorting,,51608
7156,JVS002800,093400,Fly Lab,hoy,09-30-2008,halld,1,40,Boxes,1 box of empty vials,Stock Keeping,,51608
